day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-09-25,0.5958722797192285,1.279419679066249,-0.7584151439460192,0.12070836127280937,2.0
2025-09-27,0.7071067811865475,1.0,0.7071067811865475,1.0,1.0
2025-09-29,-0.788219185737215,0.4382422871638138,0.8719182947939548,0.39991448407661884,2.0
2025-09-30,0.3292862712698644,1.0,1.4911112673656832,1.0,1.0
2025-10-01,-0.3952115321473379,0.19658942690662312,1.0556221396569996,1.08639539444304,5.0
2025-10-02,0.754171022784668,1.0977789414082713,0.832090252055259,2.121382998530178,2.0
2025-10-03,-1.1180606430017916,0.13664573178216427,-0.7519281389247559,0.307333825645921,2.0
2025-10-04,1.1058013260030302,1.0,-0.4848956256471331,1.0,1.0
2025-10-07,-1.7491014063015593,1.0,0.017075003544693566,1.0,1.0
2025-10-08,-0.3769441634027423,1.0,-0.4834784131612753,1.0,1.0
2025-10-09,2.128860231616561,0.0,-0.4834784131612753,0.0,2.0
2025-10-10,-0.1371954151145586,1.0,-0.7308943824507325,1.0,1.0
2025-10-11,0.7350256890710647,0.8608053225471793,-0.2863176777961673,0.8134957325266529,4.0
2025-10-12,0.029137675481155534,0.9020449841957849,0.945868312981563,1.7113190800200722,4.0
2025-10-13,-0.8577798607023617,0.9495950024406482,0.11911708393148397,0.5408151442513556,7.0
2025-10-14,0.2836259295565382,1.0080895209916714,-0.21719149747027572,0.5710159189624252,5.0
2025-10-15,0.4677991826716201,0.15296884533505037,-0.23778685365127625,0.24258218311357582,3.0
2025-10-16,-0.049553930008519154,0.7598622065131023,0.6608430625590224,1.592209568967444,4.0
2025-10-17,0.7350079397058686,0.9371412464381056,0.47867294873539884,1.0252557381257463,3.0
2025-10-18,-0.5363486047258162,0.4261757210232507,-0.5180285307925976,0.048861244935801795,2.0
2025-10-19,0.0526396763027549,1.8415869414807584,0.043545170405781486,0.8700264455057617,2.0
2025-10-20,-0.46710413218683317,1.424533554263492,-0.5822900889226368,0.1537287355112109,4.0
2025-10-21,0.4565747692636865,1.1314083405352093,0.5218955993531212,0.9694946528304248,4.0
2025-10-22,0.1848188059068049,0.7698882564636754,-0.6870346726545594,0.09779229551293316,6.0
2025-10-23,-0.22805493315440825,1.0095265124298385,-0.6863160098813879,0.11666521761665256,3.0
2025-10-24,0.13653973086407042,0.746783878563391,0.7416681185423776,1.1110373098732986,5.0
2025-10-26,1.2072738298455565,1.0,-0.6181350256940755,1.0,1.0
2025-10-27,-0.14083753577207658,1.754531283282304,-0.2854945998981814,0.8872441135755171,3.0
2025-10-28,-0.17662403839020446,1.1025837020682578,-0.2620618262634034,0.34925166618044945,4.0
2025-10-29,-1.0003224533652635,0.9463862564940273,-0.073913270226934,0.8955662130878272,4.0
2025-10-30,-0.6459263363780796,1.5325890885281803,0.06196894377178924,1.0029457792678491,5.0
2025-10-31,0.9836655563117842,1.2614197519561874,-0.178361588635283,0.7930978133194545,2.0
2025-11-01,0.28867513459481287,1.224744871391589,0.23667606583405165,1.1512070831193493,2.0
2025-11-02,0.5761305718126922,1.0,-0.4834784131612753,1.0,1.0
2025-11-03,-1.199788131389574,1.0648201061648037,-0.05250792433116883,0.9083209223703886,3.0
2025-11-04,0.2535291963397347,0.6106998324831733,-0.42673930902922474,0.45612237272685136,4.0
2025-11-05,-0.11366176557170084,0.7782884557190534,-0.3575865399637221,0.7121614500380987,10.0
2025-11-06,-0.578527671646149,0.4870946279941663,-0.35055645885294795,0.7091448432011368,4.0
2025-11-07,0.6342889492995782,1.4634918980652307,0.5338746842005878,1.5538741601163433,7.0
2025-11-08,-0.2059313360283829,0.5757895144292153,-0.6069345763485656,0.10568883155863729,3.0
