,summary,Impacts,Hazard,Adaptation,Causes,Mitigation,word
der gelt+e,3.3730750873492923,0.0854100513341436,0.3228946867313561,0.13306338547607025,-0.23103740378485935,-0.40806352368250876,der gelt+e
speziell,3.3637870124382165,0.08472270351042545,0.321814896527823,0.1324372687976661,-0.22982450988477368,-0.4053061328799583,speziell
gelt+e speziell,3.3637870124382165,0.08472270351042545,0.321814896527823,0.1324372687976661,-0.22982450988477368,-0.4053061328799583,gelt+e speziell
Haiti,3.344429728042744,0.08327860571996511,0.31953514249191356,0.1311207491325106,-0.22727700136757123,-0.3995349007113313,Haiti
speziell haiti,3.344429728042744,0.08327860571996511,0.31953514249191356,0.1311207491325106,-0.22727700136757123,-0.3995349007113313,speziell haiti
+2297,3.33160543752643,0.08231313811971216,0.3180025886529401,0.13023976941512633,-0.22557443761890375,-0.39569300773974286,+2297
haiti +2297,3.33160543752643,0.08231313811971216,0.3180025886529401,0.13023976941512633,-0.22557443761890375,-0.39569300773974286,haiti +2297
+2297 chars,3.323302276232972,0.08168427419075178,0.3170007396909439,0.12966559007978642,-0.2244657356872378,-0.3931976566517677,+2297 chars
mensch+en müss+en,3.934791407417906,0.261728943126398,0.2276143597807693,-0.5641746669047666,-0.588242957374306,0.3158239602696222,mensch+en müss+en
müss+en wehr+en,2.7924266760649186,-0.27481727344392953,-0.17136006915025448,-0.2212277901555314,-0.24529608062507074,0.6520435803257975,müss+en wehr+en
Gouverneur,2.790627221516731,-0.27417266042621274,-0.17071545613253764,-0.22058317713781467,-0.24465146760735412,0.650873701320054,Gouverneur
wehr+en gouverneur,2.790627221516731,-0.27417266042621274,-0.17071545613253764,-0.22058317713781467,-0.24465146760735412,0.650873701320054,wehr+en gouverneur
Newsom,3.2791123483885674,-0.4354790395586523,-0.3320218352649773,-0.38188955627025434,-0.40595784673979357,0.890364481287918,Newsom
gouverneur newsom,2.78741893430131,-0.27302233377792734,-0.16956512948425223,-0.21943285048952924,-0.24350114095906872,0.6487807395222497,gouverneur newsom
Lasst,2.786051661466991,-0.2725316977053929,-0.16907449341171787,-0.21894221441699493,-0.2430105048865342,0.647885983260579,Lasst
newsom lass+t,2.786051661466991,-0.2725316977053929,-0.16907449341171787,-0.21894221441699493,-0.2430105048865342,0.647885983260579,newsom lass+t
lass+t trump,2.8733822229687034,-0.3033960900966212,-0.1999388858029461,-0.24980660680822317,-0.27387489727776243,0.7018674053283891,lass+t trump
einschüchtern,2.7872044028791354,-0.2729453666325958,-0.1694881623389208,-0.21935588334419784,-0.24342417381373727,0.6486404591205953,einschüchtern
trump ein+schüchter+n,2.7872044028791354,-0.2729453666325958,-0.1694881623389208,-0.21935588334419784,-0.24342417381373727,0.6486404591205953,trump ein+schüchter+n
Während,6.115055558733773,-1.0586601340248254,-0.035546644291301145,-0.36295838775371886,0.7187565283783119,-0.0030049636446541628,Während
ein+schüchter+n während,2.5446641643137413,-0.181904961562424,-0.0784477572687489,-0.12831547827402592,-0.15238376874356527,0.45779839930364774,ein+schüchter+n während
während trump,2.525806014954402,-0.17446650491232835,-0.07100930061865315,-0.12087702162393019,-0.14494531209346967,0.4395927918931584,während trump
trump klima+konferenz,2.565086763331026,-0.18989858319027716,-0.08644137889660213,-0.13630909990187903,-0.16037739037141852,0.4768540287166304,trump klima+konferenz
demonstrativ,2.606575055506015,-0.20594339960454716,-0.10248619531087212,-0.1523539163161492,-0.1764222067856884,0.5136044304041313,demonstrativ
brasilien demonstrativ,2.606575055506015,-0.20594339960454716,-0.10248619531087212,-0.1523539163161492,-0.1764222067856884,0.5136044304041313,brasilien demonstrativ
fernbleibt,2.631913701813045,-0.21561750414015465,-0.1121602998464796,-0.16202802085175652,-0.18609631132129584,0.5348550628448687,fernbleibt
demonstrativ fern+bleib+t,2.631913701813045,-0.21561750414015465,-0.1121602998464796,-0.16202802085175652,-0.18609631132129584,0.5348550628448687,demonstrativ fern+bleib+t
bezieht,2.987282853806488,-0.3422705089771988,-0.23881330468352366,-0.2886810256888006,-0.31274931615834023,0.7638291359514553,bezieht
fern+bleib+t bezieh+t,2.660542979717104,-0.22643650895515452,-0.1229793046614795,-0.1728470256667565,-0.19691531613629595,0.5578634757638271,fern+bleib+t bezieh+t
kalifornischer,2.699832920034926,-0.24109616890657698,-0.13763896461290204,-0.187506685618179,-0.21157497608771855,0.5878399255500866,kalifornischer
bezieh+t kalifornisch+er,2.699832920034926,-0.24109616890657698,-0.13763896461290204,-0.187506685618179,-0.21157497608771855,0.5878399255500866,bezieh+t kalifornisch+er
Widersacher,2.762461729895173,-0.2640284925958765,-0.16057128830220152,-0.21043900930747855,-0.23450729977701787,0.6321793641846899,Widersacher
kalifornisch+er widersacher,2.762461729895173,-0.2640284925958765,-0.16057128830220152,-0.21043900930747855,-0.23450729977701787,0.6321793641846899,kalifornisch+er widersacher
widersacher newsom,2.503573346961745,-0.16562532940609084,-0.06216812511241587,-0.11203584611769292,-0.13610413658723228,0.41733140770254323,widersacher newsom
newsom deutlich,2.898224252449883,-0.3120045019820018,-0.2085472976883267,-0.25841501869360367,-0.282483309163143,0.716135016879267,newsom deutlich
Stellung,3.3326054761294017,-0.4516607026009374,-0.34820349830726216,-0.39807121931253936,-0.42213950978207876,0.9097055015632199,Stellung
deutlich stellung,3.0166089315290727,-0.35203960942050977,-0.2485824051268347,-0.29845012613211164,-0.3225184166016512,0.7784563060047762,deutlich stellung
stellung klima+schutz,3.8826457914592662,-0.6044231055384487,-0.5009659012447737,-0.5508336222500507,-0.5749019127195899,1.063580955734346,stellung klima+schutz
Längst,3.0958081075316586,-0.3779552523147419,-0.27449804802106686,-0.32436576902634384,-0.3484340594958832,0.8155984231772392,Längst
US-Bundesstaaten,2.852428927369354,-0.2960771658141857,-0.19261996152051053,-0.2424876825257876,-0.26655597299532696,0.6894759146782437,US-Bundesstaaten
längst us+-+bund+es+staat+en,2.852428927369354,-0.2960771658141857,-0.19261996152051053,-0.2424876825257876,-0.26655597299532696,0.6894759146782437,längst us+-+bund+es+staat+en
us+-+bund+es+staat+en sei,2.7478910909546492,-0.25874002074173363,-0.15528281644805852,-0.20515053745333572,-0.229218827922875,0.622216112870098,us+-+bund+es+staat+en sei
sei kurs,2.706902954758274,-0.24371143953076901,-0.14025423523709396,-0.1901219562423709,-0.21419024671191045,0.5930493915983178,sei kurs
Präsidenten,2.6773897674221576,-0.232748631808124,-0.12929142751444894,-0.17915914851972603,-0.20322743898926543,0.570934970511062,Präsidenten
kurs präsident+en,2.6773897674221576,-0.232748631808124,-0.12929142751444894,-0.17915914851972603,-0.20322743898926543,0.570934970511062,kurs präsident+en
Dann,4.88279544904494,0.2920446080299898,-0.21114434099677998,0.3274962373750378,-0.8041029802358088,-0.06976703187616569,Dann
knöpft,2.631913701813045,-0.21561750414015465,-0.1121602998464796,-0.16202802085175652,-0.18609631132129584,0.5348550628448687,knöpft
dann knöpf+t,2.631913701813045,-0.21561750414015465,-0.1121602998464796,-0.16202802085175652,-0.18609631132129584,0.5348550628448687,dann knöpf+t
knöpf+t trump,2.6030880408035264,-0.20460472754120426,-0.10114752324752925,-0.1510152442528063,-0.1750835347223457,0.5106114942634087,knöpf+t trump
direkt,2.593181475158584,-0.20079176995043854,-0.09733456565676338,-0.14720228666204038,-0.17127057713157973,0.5020150362199389,direkt
trump direkt,2.593181475158584,-0.20079176995043854,-0.09733456565676338,-0.14720228666204038,-0.17127057713157973,0.5020150362199389,trump direkt
vo…,3.1065956252793763,0.11024041371369868,0.1479600522242122,-0.3278442683597634,-0.3519125588293028,0.3079000136144078,vo…
direkt vo…,2.582564088992519,-0.19668901763094107,-0.093231813337266,-0.143099534342543,-0.1671678248120824,0.4926447476316283,direkt vo…
vo… mensch+en,2.575524943090668,-0.19395965401279985,-0.0905024497191249,-0.1403701707244019,-0.16443846119394132,0.486340590888599,vo… mensch+en
ein+schüchter+n newsom,2.532019984244693,-0.17692367620203925,-0.07346647190836408,-0.12333419291364121,-0.14740248338318043,0.4456584793868757,ein+schüchter+n newsom
setzt,6.947485130800098,-0.8105309875339982,-0.15710520038626213,0.07606401000499449,0.18313183445481243,0.43747000577523515,setzt
newsom setz+t,2.490232053491392,-0.16028217958713561,-0.05682497529346053,-0.10669269629873752,-0.13076098676827694,0.40353538232928504,newsom setz+t
setz+t seit,2.4839634949193123,-0.15776174715558716,-0.05430454286191203,-0.10417226386718914,-0.1282405543367285,0.39693497816423823,setz+t seit
seit monat+en,2.4812564334160037,-0.15667133754207405,-0.053214133248398895,-0.10308185425367607,-0.12715014472321542,0.39406071075332616,seit monat+en
lautstark,2.4770950474278823,-0.15499280104410612,-0.051535596750431074,-0.10140331775570814,-0.1254716082252475,0.3896137924242557,lautstark
monat+en lautstark,2.4770950474278823,-0.15499280104410612,-0.051535596750431074,-0.10140331775570814,-0.1254716082252475,0.3896137924242557,monat+en lautstark
Anti-Trump,2.470272132335884,-0.15223459888540997,-0.04877739459173492,-0.09864511559701206,-0.12271340606655133,0.38224692801011706,Anti-Trump
lautstark anti-trump,2.470272132335884,-0.15223459888540997,-0.04877739459173492,-0.09864511559701206,-0.12271340606655133,0.38224692801011706,lautstark anti-trump
Szene,2.4639697033626446,-0.14968002916204493,-0.04622282486836979,-0.09609054587364674,-0.12015883634318614,0.3753568529093137,Szene
anti-trump szene,2.4639697033626446,-0.14968002916204493,-0.04622282486836979,-0.09609054587364674,-0.12015883634318614,0.3753568529093137,anti-trump szene
ASSOCIATED,2.4508281213832825,-0.14433225545200193,-0.04087505115832692,-0.09074277216360398,-0.11481106263314325,0.36071934218534557,ASSOCIATED
alliance associated,2.4508281213832825,-0.14433225545200193,-0.04087505115832692,-0.09074277216360398,-0.11481106263314325,0.36071934218534557,alliance associated
PRESS,2.4469006165778246,-0.14272844852130104,-0.03927124422762613,-0.08913896523290309,-0.11320725570244242,0.356271974011642,PRESS
associated press,2.4469006165778246,-0.14272844852130104,-0.03927124422762613,-0.08913896523290309,-0.11320725570244242,0.356271974011642,associated press
+3086,2.4438328853440816,-0.14147394073228836,-0.038016736438613204,-0.08788445744389017,-0.11195274791342961,0.35277437206464046,+3086
press +3086,2.4438328853440816,-0.14147394073228836,-0.038016736438613204,-0.08788445744389017,-0.11195274791342961,0.35277437206464046,press +3086
+3086 chars,2.4418558506207386,-0.14066462399595941,-0.03720741970228423,-0.08707514070756138,-0.11114343117710061,0.35050912699700293,+3086 chars
Halbe,12.125108591304627,0.7385000228130314,-0.705336617594554,0.42326120446258314,-1.392847820558374,-1.381788340658605,Halbe
halb+e million,23.12048334928774,0.7743083770330431,-0.7129666384786957,0.4449545133002013,-1.7998463522896135,-1.5463961258444778,halb+e million
million hitze+tot+e,20.871230634509264,0.8325926941612539,-1.2161876310945288,0.4844846292908556,-1.91891976002835,-1.915606157445949,million hitze+tot+e
UNO-Aktionsplan,9.683104900201933,0.7086149575141781,-0.6111166833479897,0.4095001610435341,-1.1352651973411656,-1.462621310566364,UNO-Aktionsplan
hitze+tot+e uno-aktionspla+n,9.683104900201933,0.7086149575141781,-0.6111166833479897,0.4095001610435341,-1.1352651973411656,-1.462621310566364,hitze+tot+e uno-aktionspla+n
uno-aktionspla+n stadt+e,7.55884516988731,0.6153860975277202,-0.29850884753886875,0.3414811767203544,-0.8495679832095285,-1.214957129772652,uno-aktionspla+n stadt+e
kühlen,9.150659153916953,0.5780316862073348,-0.2553497202274824,0.3207459110265547,-1.0246146710267197,-0.746515972847181,kühlen
stadt+e kühl+en,7.240894317439095,0.5914150838565311,-0.22878899546841794,0.32305469710283563,-0.7905334789317657,-1.1719834298326652,stadt+e kühl+en
kühl+en der,4.365299347067414,0.556908378015957,-0.6181358408647368,0.34312632577415986,-0.6920718523395532,-0.6659254724342368,kühl+en der
Chefin,7.595865297409264,0.6465997112525652,-0.4693255580222199,0.38284021739406143,-0.948859082449821,-1.21984276598976,Chefin
der chef+in,6.081333984339376,0.6813317039865013,-0.9496731522171268,0.42030363395895276,-1.0236091636919433,-0.9974627837866268,der chef+in
UNO-Umweltprogramms,5.774606294316402,0.6652799011077182,-0.8979191549254503,0.41041018472166035,-0.9718551664002667,-0.9457087864949504,UNO-Umweltprogramms
chef+in uno+-+umwelt+programm+s,5.774606294316402,0.6652799011077182,-0.8979191549254503,0.41041018472166035,-0.9718551664002667,-0.9457087864949504,chef+in uno+-+umwelt+programm+s
UNEP,5.372737205121523,0.641072741610714,-0.8257865752668554,0.3954220663670535,-0.8997225867416718,-0.8735762068363555,UNEP
uno+-+umwelt+programm+s unep,5.372737205121523,0.641072741610714,-0.8257865752668554,0.3954220663670535,-0.8997225867416718,-0.8735762068363555,uno+-+umwelt+programm+s unep
Inger,5.277875673672997,0.6347388250018668,-0.8079727572141892,0.3914909467473428,-0.8819087686890055,-0.8557623887836894,Inger
unep inger,5.277875673672997,0.6347388250018668,-0.8079727572141892,0.3914909467473428,-0.8819087686890055,-0.8557623887836894,unep inger
Andersen,5.191605919877387,0.6287457285152058,-0.7914921500966681,0.3877688760856742,-0.8654281615714844,-0.8392817816661682,Andersen
inger andersen,5.191605919877387,0.6287457285152058,-0.7914921500966681,0.3877688760856742,-0.8654281615714844,-0.8392817816661682,inger andersen
alarmiert,5.017186308218478,0.6158940401106676,-0.7573183551819083,0.37978137479200597,-0.8312543666567249,-0.8051079867514086,alarmiert
andersen alarmier+t,5.017186308218478,0.6158940401106676,-0.7573183551819083,0.37978137479200597,-0.8312543666567249,-0.8051079867514086,andersen alarmier+t
auf welt+klima+konferenz,5.219368461107158,0.40376104642662297,-0.25735210003825354,0.5414556127425684,-0.8707614965738248,-0.8446151166685084,auf welt+klima+konferenz
wirbt,4.293037839302991,0.549028584901675,-0.6014436783760612,0.3382421785726885,-0.6753796898508776,-0.6492333099455614,wirbt
belém werb+t,4.293037839302991,0.549028584901675,-0.6014436783760612,0.3382421785726885,-0.6753796898508776,-0.6492333099455614,belém werb+t
Initiative,5.082921807976638,0.3524184318038568,-0.7703353302862399,0.14507671955040857,-0.6542265325115336,0.2301015182794419,Initiative
werb+t initiative,4.21361105152153,0.5399846750988884,-0.5827690869912082,0.33264296284544026,-0.6567050984660247,-0.6305587185607083,werb+t initiative
Beat,4.167216842450091,0.5345054094904517,-0.5716974640972667,0.3292544277356131,-0.6456334755720833,-0.619487095666767,Beat
initiative beat,4.167216842450091,0.5345054094904517,-0.5716974640972667,0.3292544277356131,-0.6456334755720833,-0.619487095666767,initiative beat
beat the,4.148513547083801,0.5322536893647425,-0.5671991636406302,0.32786278212877157,-0.6411351751154464,-0.6149887952101301,beat the
Heat,4.133983322867123,0.5304869751435853,-0.5636905020977966,0.32677126160535785,-0.6376265135726129,-0.6114801336672967,Heat
the heat,4.133983322867123,0.5304869751435853,-0.5636905020977966,0.32677126160535785,-0.6376265135726129,-0.6114801336672967,the heat
mit klima+krise,5.964440501568772,0.45433450060799224,0.05880078069794318,0.23873451332611118,-0.538576221999727,-0.9780539608190324,mit klima+krise
klima+krise komm+en,6.263314496623251,0.44177992009872563,0.08736046230007835,0.25281235562638116,-0.537444874790372,-1.0269482238504404,klima+krise komm+en
komm+en mehr,7.233281674262561,0.42423805666040215,0.14358264717757135,0.28061542052744953,-0.5441148011522441,-1.170931536601184,komm+en mehr
tödli…,3.0445824169908997,0.3319504265784165,-0.2578128294663771,0.20745576788087122,-0.3317488409411935,-0.30560246103587735,tödli…
mehr tödli…,3.0445824169908997,0.3319504265784165,-0.2578128294663771,0.20745576788087122,-0.3317488409411935,-0.30560246103587735,mehr tödli…
+1281,3.0368954270795787,0.3298412865219648,-0.2552848274898029,0.20623411343634296,-0.3292208389646195,-0.3030744590593032,+1281
tödli… +1281,3.0368954270795787,0.3298412865219648,-0.2552848274898029,0.20623411343634296,-0.3292208389646195,-0.3030744590593032,tödli… +1281
+1281 chars,3.0312728101464863,0.3282889368024027,-0.25343167565802427,0.20533568528185198,-0.3273676871328407,-0.30122130722752444,+1281 chars
brasilien der,2.70978262634465,-0.24477469927311635,0.14779976072099418,0.4276126541320585,-0.21525350645425775,-0.18910712654894157,brasilien der
welt rett+en,2.729480145319425,-0.25201744738377363,0.14732647813774105,0.4403761684992323,-0.22249625456491506,-0.19634987465959894,welt rett+en
rett+en gerade,2.7387297844954004,-0.255400509891111,0.14700621140149764,0.44630759432536143,-0.22587931707225245,-0.1997329371669363,rett+en gerade
gerade der,2.70978262634465,-0.24477469927311635,0.14779976072099418,0.4276126541320585,-0.21525350645425775,-0.18910712654894157,gerade der
Internationale,2.754248139369929,-0.2610507769686626,0.14633173417033327,0.45617081626334943,-0.23152958414980393,-0.20538320424448764,Internationale
der international+e,2.754248139369929,-0.2610507769686626,0.14633173417033327,0.45617081626334943,-0.23152958414980393,-0.20538320424448764,der international+e
Energieagentur,2.772648275502331,-0.2677091988862635,0.14531517243682285,0.4677240430119009,-0.2381880060674048,-0.21204162616208863,Energieagentur
international+e energie+agentur,2.772648275502331,-0.2677091988862635,0.14531517243682285,0.4677240430119009,-0.2381880060674048,-0.21204162616208863,international+e energie+agentur
energie+agentur halt,2.7932564407895546,-0.27511437756293544,0.14390727396522346,0.48048314749210497,-0.24559318474407696,-0.21944680483876058,energie+agentur halt
"halt 1,5+-+grad+-+ziel",2.806884659670991,-0.2799814855660713,0.14282565959820473,0.4888168429374294,-0.2504602927472126,-0.22431391284189642,"halt 1,5+-+grad+-+ziel"
erreichbar,2.837643791525579,-0.2908803362306586,0.1399652762562855,0.5073243903137158,-0.26135914341179994,-0.2352127635064838,erreichbar
"1,5+-+grad+-+ziel erreich+bar",2.837643791525579,-0.2908803362306586,0.1399652762562855,0.5073243903137158,-0.26135914341179994,-0.2352127635064838,"1,5+-+grad+-+ziel erreich+bar"
aber welt,2.905979476719426,-0.31467678202125166,0.13171998759375253,0.5469590723287452,-0.28515558920239287,-0.2590092092970766,aber welt
2050,8.057187970413226,0.18075014416293383,-0.1555120070593865,0.5292146098645321,-0.1581874636631602,-1.2788033151531886,2050
welt 2050,2.931087493007987,-0.323279791469656,0.12810736465935266,0.5610124215641704,-0.29375859865079723,-0.26761221874548113,welt 2050
CO2-neutral,2.94644383744317,-0.3285052436244191,0.1257597576157513,0.5694736854847088,-0.2989840508055605,-0.27283767090024424,CO2-neutral
2050 co2+-+neutral,2.94644383744317,-0.3285052436244191,0.1257597576157513,0.5694736854847088,-0.2989840508055605,-0.27283767090024424,2050 co2+-+neutral
Wäre,3.012770654420656,-0.35076641785172763,0.11454893228628484,0.6048618579187202,-0.3212452250328689,-0.29509884512755274,Wäre
klüger,3.112061646429105,-0.3831916946633722,0.09513785067654329,0.6543964722077527,-0.35367050184451365,-0.32752412193919733,klüger
sei klug+er,3.112061646429105,-0.3831916946633722,0.09513785067654329,0.6543964722077527,-0.35367050184451365,-0.32752412193919733,sei klug+er
Illusion,3.568666314789443,-0.018556560628520107,-0.03111691272445001,0.6023309194507201,-0.4905770311619182,-0.464430651256602,Illusion
klug+er illusion,3.2218297785318137,-0.4178557316430404,0.0711255796132865,0.7045734117884564,-0.38833453882418184,-0.36218815891886563,klug+er illusion
aufzugeben,3.3245860858102225,-0.449251460167825,0.047135008016674626,0.7474898743270841,-0.4197302673489665,-0.39358388744365036,aufzugeben
illusion auf+zu+geb+en,3.3245860858102225,-0.449251460167825,0.047135008016674626,0.7474898743270841,-0.4197302673489665,-0.39358388744365036,illusion auf+zu+geb+en
auf+zu+geb+en mehr,3.637826103883917,-0.5392925583110966,-0.02943128654581834,0.8576661087154619,-0.509771365492238,-0.48362498558692185,auf+zu+geb+en mehr
mehr klima+anpassung,4.758648617932459,-0.8078700034188916,-0.28498239626625155,1.0959515484307925,-0.7783488106000329,-0.7522024306947167,mehr klima+anpassung
klima+anpassung tu+n,3.5208092854376023,-0.5065971530998651,0.03690240658482967,0.8069898584957471,-0.47707596028100635,-0.45092958037569,klima+anpassung tu+n
Elefant,3.369436985401185,-0.46265194304012774,0.0925333864863367,0.7437838334150572,-0.433130750221269,-0.4069843703159527,Elefant
der elefant,3.369436985401185,-0.46265194304012774,0.0925333864863367,0.7437838334150572,-0.433130750221269,-0.4069843703159527,der elefant
elefant steh+t,3.2824291160078634,-0.4364900117272468,0.13002155611837704,0.7007369162026047,-0.40696881890838826,-0.38082243900307206,elefant steh+t
Raum,5.224056580469347,0.025582324538846974,-0.3206874490646213,0.483413526309345,0.07787305070352182,-0.8455129293417335,Raum
steh+t raum,3.213517299397204,-0.4152723484449063,0.16522070455638088,0.6611846462149702,-0.38575115562604756,-0.3596047757207313,steh+t raum
grün,3.731329345773759,-0.5646708424112481,0.046753259590786994,0.5434194133506527,0.1408941211319794,-0.5090032696870733,grün
raum grün,3.1308783511003218,-0.389219867819005,0.22220423418303015,0.6017531947750493,-0.35969867500014646,-0.3335522950948302,raum grün
welt+klima+konferenz brasilianisch+en,3.067186435498833,-0.36866695014125817,0.3417387942980426,0.5052615829024506,-0.33914575732239943,-0.31299937741708317,welt+klima+konferenz brasilianisch+en
abseits,3.114629614710082,-0.38401652066449227,0.4777992080815475,0.43068622454564603,-0.35449532784563365,-0.3283489479403173,abseits
belém abseits,3.114629614710082,-0.38401652066449227,0.4777992080815475,0.43068622454564603,-0.35449532784563365,-0.3283489479403173,belém abseits
offiziellen,3.207624706559691,-0.41343697570709975,0.5895182867660071,0.3795547676291557,-0.3839157828882411,-0.3577694029829248,offiziellen
abseits offiziell+en,3.207624706559691,-0.41343697570709975,0.5895182867660071,0.3795547676291557,-0.3839157828882411,-0.3577694029829248,abseits offiziell+en
Tagesordnung,3.618397966494619,-0.5339376564707038,0.8733331566383686,0.2394677147785285,-0.5044164636518452,-0.4782700837465289,Tagesordnung
offiziell+en tag+es+ordnung,3.618397966494619,-0.5339376564707038,0.8733331566383686,0.2394677147785285,-0.5044164636518452,-0.4782700837465289,offiziell+en tag+es+ordnung
tag+es+ordnung frage,3.0986676567874643,-0.37887851025220987,0.5420737748840638,0.3683953587153814,-0.34935731743335124,-0.323210937528035,tag+es+ordnung frage
frage besonders,3.0461563846468356,-0.3617868734217858,0.5000288553242542,0.37751151701588176,-0.3322656806029271,-0.3061193006976109,frage besonders
intensiv,2.983946375768849,-0.34115299087277134,0.44955686924490007,0.38555941651368136,-0.3116317980539127,-0.28548541814859635,intensiv
besonders intensiv,2.983946375768849,-0.34115299087277134,0.44955686924490007,0.38555941651368136,-0.3116317980539127,-0.28548541814859635,besonders intensiv
intensiv diskutier+t,2.9428951941166117,-0.32730013597583185,0.4164611978914717,0.38876865771279373,-0.2977789431569733,-0.271632563251657,intensiv diskutier+t
Sind,3.846100601120418,-0.5949660834416697,0.10091844094061686,0.10780732526230807,-0.14828770535096955,0.44728042582038785,Sind
diskutier+t sei,2.900578414151043,-0.31281644953940096,0.38306807484288563,0.3899569591645767,-0.2832952567205425,-0.2571488768152261,diskutier+t sei
Mi…,3.3763425275017576,-0.46469931043466967,0.1807525024529222,0.22077079940256258,0.3035070565725623,-0.4090317377104947,Mi…
sei mi…,2.85499456041492,-0.2969762171019944,0.34847559578559767,0.38849389273523793,-0.2674550242831356,-0.2413086443778195,sei mi…
+13225,2.8437362981010135,-0.29302506473489925,0.3402143533150118,0.38766011796184924,-0.26350387191604063,-0.23735749201072442,+13225
mi… +13225,2.8437362981010135,-0.29302506473489925,0.3402143533150118,0.38766011796184924,-0.26350387191604063,-0.23735749201072442,mi… +13225
+13225 char+s,2.829204413510765,-0.2879018254434831,0.32973861425308987,0.3862957856467131,-0.2583806326246243,-0.2322342527193081,+13225 char+s
nan,8.141883866702567,0.5423058749061208,-0.21967305148362626,0.44845033477442153,-0.8893278837189631,-1.2892602930491497,nan
kühl+en nan,5.1518640164476075,0.39123654976413325,0.141915947892223,0.17745449752233616,-0.43166489135587377,-0.8315973006860605,kühl+en nan
nan mit,5.104357947724914,0.3755162459581674,0.17047101584798455,0.16478056118510928,-0.4104897105307097,-0.822333380962686,nan mit
tödliche,7.204566587481212,0.35476628114919057,0.2511537456080514,0.2635004349261694,-0.46490749701965156,-1.1669537797882683,tödliche
mehr tödlich+e,7.204566587481212,0.35476628114919057,0.2511537456080514,0.2635004349261694,-0.46490749701965156,-1.1669537797882683,mehr tödlich+e
tödlich+e hitze+welle+n,10.400078841534457,0.367639406295872,0.28615863488946497,0.3141018855347408,-0.5175165906869668,-1.5340520935907684,tödlich+e hitze+welle+n
hitze+welle+n mensch+en,6.050846623659884,0.3368351868213351,0.23349928633918776,0.2378823890700371,-0.42774319405642397,-0.9924369066027942,hitze+welle+n mensch+en
mensch+en rund,5.569450201887,0.3294406045312879,0.22183054572300914,0.22217998780772072,-0.4087746740901551,-0.9095350486006533,mensch+en rund
Planeten,5.523456860492634,0.4389895042165939,0.14173162825801155,0.1382454603098563,-0.45787853125106137,-0.9012426136790533,Planeten
rund planet+en,5.157778019777423,0.32113330559687553,0.21022966495223006,0.20674349700407493,-0.38938049455684287,-0.8327445769848348,rund planet+en
planet+en schon,4.857612379081379,0.3133456087831212,0.20072750485245694,0.19418434730397213,-0.37285333439563967,-0.7727857437258264,planet+en schon
schon geb+t,4.654202818555328,0.3069209553047872,0.193761058610945,0.18500634741577243,-0.360246193906202,-0.730009349891905,schon geb+t
jährlich,4.543916758059192,0.3029537659166587,0.18980226622935858,0.17979739109398182,-0.35286233739203154,-0.7060280687173691,jährlich
geb+t jährlich,4.543916758059192,0.3029537659166587,0.18980226622935858,0.17979739109398182,-0.35286233739203154,-0.7060280687173691,geb+t jährlich
halbe,10.415077285114409,0.3492607692891158,0.5552017612370984,0.19274815364790454,-1.206591944880638,-0.8273036333447504,halbe
jährlich halb+e,4.384585771099979,0.2965068996810273,0.1838559030871433,0.17197749343899998,-0.3414326060275135,-0.6703338629459533,jährlich halb+e
Todesopfer,4.632558293588196,0.43976000541283544,0.094072360545303,0.08062031235900524,-0.4162702107876715,-0.7253479692668167,Todesopfer
million tod+es+opfer,4.255966423149432,0.29058748961479486,0.17885976054609137,0.1654077123597933,-0.33148281078688324,-0.6405605692660286,million tod+es+opfer
tod+es+opfer weltweit,4.170499810235055,0.2862487513533338,0.17544310789514078,0.16091359069720548,-0.32448055219547134,-0.6202745937532048,tod+es+opfer weltweit
weltweit bericht+ete,4.102011445966455,0.28251283872017624,0.17264942242505316,0.15723743219088457,-0.3186284285518543,-0.6037161565396926,weltweit bericht+ete
bericht+ete chef+in,4.012296743380277,0.2772376965003221,0.16891467009443767,0.1523201694107094,-0.31061885433316344,-0.5816025378731022,bericht+ete chef+in
+1083,3.9397645858439576,0.27262884987158675,0.1658325017787628,0.14825921822668375,-0.30384220310548404,-0.5633596782943571,+1083
chef+in +1083,3.9397645858439576,0.27262884987158675,0.1658325017787628,0.14825921822668375,-0.30384220310548404,-0.5633596782943571,chef+in +1083
+1083 char+s,3.911407996777035,0.27073741078959684,0.16461216137116408,0.14665053057294936,-0.3011162849655398,-0.5561361172092026,+1083 char+s
UN-Umweltprogramm,9.192743806183485,0.6208511062453919,-0.37724409123186337,0.36934194196215225,-1.436799542595851,-0.673950978131993,UN-Umweltprogramm
un+-+umwelt+programm halb+e,10.493932987163646,0.6027402902793461,-0.2603372641846616,0.384298609538453,-1.5691823658809154,-0.6967114990345918,un+-+umwelt+programm halb+e
hitze+tot+e pro,5.33119562575813,0.5520803459286098,-0.4027508302190259,0.3162945873297601,-0.8919606195121632,-0.5661952935631325,hitze+tot+e pro
jahr aktion+s+plan,5.525366104873424,0.5557640075997209,-0.3815825525194597,0.31587790968367113,-0.927734594994724,-0.5707738389326046,jahr aktion+s+plan
aktion+s+plan kühlung,4.854348145773279,0.4780373147071002,-0.21431383867240267,0.26098721018940846,-0.7982599146734018,-0.4225676269225142,aktion+s+plan kühlung
